date,product_id,product_category,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days
2022-06-15,P049,Apparel,37.0,1131.62,39,23,0,0.0,2,6,8
2022-12-15,P030,Electronics,21.0,22899.1,159,64,0,0.0,3,12,10
2023-05-14,P044,Sports,38.0,2028.52,134,36,0,0.0,6,5,12
2022-03-06,P050,Electronics,18.0,19082.32,183,78,0,0.0,6,3,2
2023-09-30,P012,Sports,28.0,4855.65,211,78,0,0.0,5,9,6
2023-10-25,P026,Home,20.0,7193.7,130,42,0,0.0,2,10,8
2023-11-07,P026,Home,32.0,7534.61,69,42,0,0.0,1,11,8
2023-07-20,P048,Apparel,29.0,1866.94,96,51,0,0.0,3,7,7
2023-02-05,P033,Electronics,26.0,9345.74,215,74,0,0.0,6,2,13
2023-04-16,P028,Apparel,27.0,1083.82,60,51,0,0.0,6,4,8
2023-03-15,P018,Apparel,28.0,3151.83,54,20,0,0.0,2,3,4
2023-10-25,P016,Electronics,22.0,9117.84,126,43,0,0.0,2,10,6
2022-12-01,P048,Apparel,40.0,1903.99,52,51,0,0.0,3,12,7
2022-08-07,P048,Apparel,46.0,1923.62,68,51,0,0.0,6,8,7
2022-11-08,P048,Apparel,47.0,1966.55,148,51,0,0.0,1,11,7
2023-01-30,P042,Apparel,28.0,1214.17,100,31,0,0.0,0,1,8
2023-11-01,P013,Beauty,65.0,2392.05,89,77,0,0.0,2,11,10
2022-03-16,P045,Electronics,25.0,16486.93,66,21,0,0.0,2,3,13
2023-04-22,P022,Electronics,32.0,14418.25,75,34,0,0.0,5,4,11
2022-04-27,P034,Sports,19.0,2487.43,179,52,0,0.0,2,4,2
2023-01-28,P003,Home,22.0,4755.56,250,79,0,0.0,5,1,10
2023-12-14,P038,Electronics,23.0,13147.84,204,52,0,0.0,3,12,4
2022-03-15,P002,Sports,23.0,5582.14,214,55,0,0.0,1,3,9
2023-04-11,P047,Electronics,12.0,16393.26,59,21,0,0.0,1,4,6
2023-08-18,P023,Electronics,24.0,2577.78,103,32,0,0.0,4,8,4
2023-06-25,P015,Electronics,23.0,12125.52,179,52,0,0.0,6,6,8
2022-09-27,P001,Electronics,21.0,24275.42,141,45,0,0.0,1,9,13
2023-08-15,P007,Electronics,12.0,14442.45,105,60,0,0.0,1,8,14
2023-01-03,P008,Beauty,39.0,2096.15,30,20,0,0.0,1,1,10
2023-04-22,P047,Electronics,27.0,16817.45,22,21,0,0.0,5,4,6
2022-09-03,P029,Apparel,39.0,1334.55,87,41,0,0.0,5,9,13
2023-03-15,P016,Electronics,15.0,9420.8,101,43,0,0.0,2,3,6
2022-08-18,P011,Electronics,22.0,6461.56,93,27,0,0.0,3,8,4
2022-06-09,P050,Electronics,16.0,19297.24,97,78,0,0.0,3,6,2
2023-11-06,P034,Sports,55.0,2403.08,119,52,0,0.0,0,11,2
2022-04-17,P004,Apparel,30.0,3359.89,69,40,0,0.0,6,4,14
2023-10-29,P016,Electronics,39.0,8973.13,54,43,0,0.0,6,10,6
2022-03-06,P020,Electronics,27.0,19019.94,87,45,0,0.0,6,3,8
2022-06-17,P011,Electronics,22.0,6661.91,44,27,0,0.0,4,6,4
2022-11-25,P033,Electronics,46.0,9501.56,340,74,1,32.9,4,11,13
2022-11-01,P028,Apparel,44.0,1116.56,215,51,0,0.0,1,11,8
2022-08-11,P038,Electronics,20.0,13444.95,82,52,0,0.0,3,8,4
2022-11-20,P016,Electronics,36.0,9245.21,98,43,0,0.0,6,11,6
2022-08-27,P011,Electronics,19.0,6670.04,35,27,0,0.0,5,8,4
2022-09-26,P029,Apparel,27.0,1265.59,88,41,0,0.0,0,9,13
2022-08-09,P015,Electronics,18.0,12283.85,112,52,0,0.0,1,8,8
2022-07-11,P012,Sports,20.0,4956.89,132,78,0,0.0,0,7,6
2022-04-24,P007,Electronics,15.0,14262.35,259,60,0,0.0,6,4,14
2023-12-14,P041,Electronics,22.0,18653.76,218,68,0,0.0,3,12,2
2022-09-03,P021,Apparel,37.0,2734.03,162,58,0,0.0,5,9,12
2023-09-24,P002,Sports,34.0,5797.52,64,55,0,0.0,6,9,9
2023-12-09,P002,Sports,45.0,5677.56,241,55,0,0.0,5,12,9
2023-10-17,P024,Electronics,53.0,2690.03,197,58,1,59.0,1,10,2
2023-12-26,P047,Electronics,34.0,17018.51,25,21,1,44.6,1,12,6
2022-04-07,P014,Electronics,16.0,23453.28,96,28,0,0.0,3,4,9
2023-02-10,P042,Apparel,28.0,1208.76,38,31,0,0.0,4,2,8
2022-03-11,P042,Apparel,36.0,1194.01,103,31,0,0.0,4,3,8
2022-09-13,P021,Apparel,31.0,2747.05,253,58,0,0.0,1,9,12
2023-07-31,P013,Beauty,22.0,2307.64,103,77,0,0.0,0,7,10
2023-03-16,P045,Electronics,15.0,16141.79,78,21,0,0.0,3,3,13
2023-09-16,P008,Beauty,53.0,2045.63,23,20,0,0.0,5,9,10
2022-07-04,P001,Electronics,17.0,24563.21,106,45,0,0.0,0,7,13
2023-09-10,P021,Apparel,36.0,2775.56,65,58,0,0.0,6,9,12
2023-06-12,P034,Sports,27.0,2457.24,138,52,0,0.0,0,6,2
2022-08-24,P033,Electronics,26.0,9285.29,215,74,0,0.0,2,8,13
2022-05-05,P030,Electronics,22.0,23992.3,221,64,0,0.0,3,5,10
2022-07-27,P033,Electronics,16.0,9485.62,241,74,0,0.0,2,7,13
2023-12-03,P015,Electronics,38.0,12524.43,225,52,0,0.0,6,12,8
2022-05-30,P011,Electronics,15.0,6737.42,83,27,0,0.0,0,5,4
2023-09-18,P002,Sports,35.0,5561.87,130,55,0,0.0,0,9,9
2023-06-10,P005,Electronics,18.0,8352.26,102,72,0,0.0,5,6,9
2023-11-24,P049,Apparel,72.0,1158.65,53,23,1,11.1,4,11,8
2022-08-04,P009,Apparel,35.0,3442.47,149,43,0,0.0,3,8,2
2023-10-10,P003,Home,29.0,4789.9,187,79,0,0.0,1,10,10
2022-04-29,P047,Electronics,22.0,17063.97,74,21,0,0.0,4,4,6
2022-04-24,P034,Sports,24.0,2430.51,67,52,0,0.0,6,4,2
2022-06-04,P003,Home,29.0,4676.95,240,79,0,0.0,5,6,10
2023-02-22,P029,Apparel,30.0,1271.43,101,41,0,0.0,2,2,13
2022-02-26,P043,Electronics,21.0,13447.35,194,68,0,0.0,5,2,6
2022-11-26,P048,Apparel,82.0,1907.46,92,51,1,10.2,5,11,7
2023-12-07,P011,Electronics,33.0,6616.48,102,27,0,0.0,3,12,4
2022-07-12,P018,Apparel,21.0,32429.5,29,20,0,0.0,1,7,4
2023-11-09,P049,Apparel,44.0,1174.65,74,23,0,0.0,3,11,8
2023-09-13,P010,Home,26.0,2058.51,136,43,0,0.0,2,9,12
2022-10-22,P001,Electronics,25.0,24415.82,130,45,0,0.0,5,10,13
2023-04-07,P003,Home,31.0,4721.65,212,79,0,0.0,4,4,10
2023-05-25,P044,Sports,23.0,2084.31,92,36,0,0.0,3,5,12
2023-04-02,P015,Electronics,27.0,11996.4,97,52,0,0.0,6,4,8
2022-06-09,P004,Apparel,28.0,3351.39,114,40,0,0.0,3,6,14
2022-03-28,P049,Apparel,31.0,1159.56,54,23,0,0.0,0,3,8
2023-09-21,P042,Apparel,39.0,1206.15,41,31,0,0.0,3,9,8
2023-11-28,P032,Electronics,25.0,6964.46,50,39,0,0.0,1,11,12
2022-04-11,P005,Electronics,19.0,8367.15,254,72,0,0.0,0,4,9
2022-12-15,P034,Sports,38.0,2499.01,63,52,0,0.0,3,12,2
2022-05-13,P036,Beauty,35.0,977.66,36,22,0,0.0,4,5,8
2022-04-26,P049,Apparel,28.0,1124.86,83,23,0,0.0,1,4,8
2022-06-05,P010,Home,27.0,2096.08,50,43,0,0.0,6,6,12
2022-03-05,P045,Electronics,12.0,16204.58,91,21,0,0.0,5,3,13
2022-05-08,P029,Apparel,39.0,1303.95,157,41,0,0.0,6,5,13
2022-05-12,P026,Home,18.0,7441.07,89,42,0,0.0,3,5,8
2023-12-09,P028,Apparel,45.0,1109.65,154,51,0,0.0,5,12,8
2023-04-23,P028,Apparel,31.0,1108.56,92,51,0,0.0,6,4,8
2022-09-21,P043,Electronics,27.0,13770.67,114,68,0,0.0,2,9,6
2023-08-10,P038,Electronics,21.0,12960.31,138,52,0,0.0,3,8,4
2023-01-31,P049,Apparel,20.0,1121.3,63,23,0,0.0,1,1,8
2022-12-13,P044,Sports,30.0,2021.1,72,36,0,0.0,1,12,12
2022-01-08,P035,Sports,21.0,1726.54,244,76,0,0.0,5,1,5
2023-01-17,P003,Home,11.0,4804.48,289,79,0,0.0,1,1,10
2022-09-15,P012,Sports,33.0,4719.43,225,78,0,0.0,3,9,6
2022-08-16,P005,Electronics,26.0,8298.68,221,72,0,0.0,1,8,9
2023-04-02,P019,Apparel,36.0,748.24,44,33,0,0.0,6,4,4
2023-12-21,P035,Sports,43.0,1715.01,232,76,0,0.0,3,12,5
2023-03-01,P030,Electronics,15.0,23119.16,246,64,0,0.0,2,3,10
2022-11-26,P040,Apparel,103.0,1394.93,212,51,1,51.0,5,11,9
2023-09-22,P027,Electronics,19.0,11419.06,168,62,0,0.0,4,9,14
2023-03-05,P038,Electronics,14.0,12865.87,168,52,0,0.0,6,3,4
2022-05-06,P014,Electronics,16.0,22583.73,58,28,0,0.0,4,5,9
2023-06-29,P044,Sports,27.0,2101.13,80,36,0,0.0,3,6,12
2023-11-01,P034,Sports,37.0,2505.03,174,52,0,0.0,2,11,2
2023-02-22,P039,Home,14.0,2593.5,192,43,0,0.0,2,2,12
2023-09-02,P033,Electronics,17.0,9670.89,238,74,0,0.0,5,9,13
2023-04-10,P022,Electronics,19.0,14223.52,56,34,0,0.0,0,4,11
2023-09-10,P042,Apparel,45.0,1174.35,117,31,0,0.0,6,9,8
2022-11-04,P017,Electronics,25.0,18396.86,139,59,0,0.0,4,11,7
2023-08-04,P034,Sports,26.0,2431.36,54,52,0,0.0,4,8,2
2023-08-20,P029,Apparel,29.0,1268.61,63,41,0,0.0,6,8,13
2023-03-02,P018,Apparel,20.0,3222.71,38,20,0,0.0,3,3,4
2022-04-19,P006,Electronics,23.0,10430.96,325,79,0,0.0,1,4,13
2022-05-06,P002,Sports,27.0,5825.5,82,55,0,0.0,4,5,9
2022-01-22,P015,Electronics,20.0,12632.18,96,52,0,0.0,5,1,8
2023-04-11,P019,Apparel,19.0,754.7,36,33,0,0.0,1,4,4
2023-05-12,P012,Sports,32.0,4764.88,105,78,0,0.0,4,5,6
2022-09-01,P013,Beauty,44.0,2267.23,176,77,0,0.0,3,9,10
2022-09-20,P046,Home,26.0,972.84,65,56,0,0.0,1,9,2
2023-04-06,P011,Electronics,18.0,6405.98,63,27,0,0.0,3,4,4
2023-12-15,P010,Home,41.0,2112.7,142,43,0,0.0,4,12,12
2022-08-26,P010,Home,19.0,2011.56,106,43,0,0.0,4,8,12
2023-04-20,P018,Apparel,33.0,3090.97,81,20,0,0.0,3,4,4
2022-06-23,P045,Electronics,14.0,15740.11,96,21,0,0.0,3,6,13
2023-07-09,P046,Home,27.0,954.37,93,56,0,0.0,6,7,2
2023-05-05,P041,Electronics,11.0,18207.32,194,68,0,0.0,4,5,2
2022-01-27,P011,Electronics,17.0,6586.17,88,27,0,0.0,3,1,4
2022-04-28,P039,Home,25.0,2615.78,148,43,0,0.0,3,4,12
2022-10-29,P006,Electronics,27.0,10279.93,186,79,0,0.0,5,10,13
2022-08-15,P003,Home,18.0,4721.7,278,79,0,0.0,0,8,10
2023-05-21,P008,Beauty,45.0,1997.03,54,20,0,0.0,6,5,10
2023-12-15,P002,Sports,44.0,5833.2,197,55,0,0.0,4,12,9
2022-06-13,P014,Electronics,16.0,22482.95,72,28,0,0.0,0,6,9
2022-09-12,P048,Apparel,43.0,1968.48,189,51,0,0.0,0,9,7
2022-03-23,P047,Electronics,19.0,16981.39,42,21,0,0.0,2,3,6
2022-05-11,P024,Electronics,19.0,2649.66,107,58,0,0.0,2,5,2
2023-01-19,P048,Apparel,23.0,1944.16,150,51,0,0.0,3,1,7
2022-05-07,P006,Electronics,23.0,10086.54,260,79,0,0.0,5,5,13
2023-07-29,P007,Electronics,21.0,14572.29,190,60,0,0.0,5,7,14
2022-07-27,P003,Home,25.0,4876.53,319,79,0,0.0,2,7,10
2022-11-05,P038,Electronics,30.0,13001.17,184,52,0,0.0,5,11,4
2022-12-29,P004,Apparel,47.0,3361.84,184,40,0,0.0,3,12,14
2023-09-11,P023,Electronics,28.0,2660.32,57,32,0,0.0,0,9,4
2023-09-27,P043,Electronics,11.0,13379.89,145,68,0,0.0,2,9,6
2023-02-12,P032,Electronics,20.0,7196.47,48,39,0,0.0,6,2,12
2022-07-13,P027,Electronics,13.0,11659.02,159,62,0,0.0,2,7,14
2022-05-01,P033,Electronics,17.0,9247.55,278,74,0,0.0,6,5,13
2023-08-28,P014,Electronics,15.0,22478.67,37,28,0,0.0,0,8,9
2022-09-21,P030,Electronics,17.0,23478.3,186,64,0,0.0,2,9,10
2023-05-20,P011,Electronics,29.0,6650.31,60,27,0,0.0,5,5,4
2023-12-22,P042,Apparel,51.0,1214.37,41,31,0,0.0,4,12,8
2022-02-06,P028,Apparel,32.0,1097.0,-57,51,0,0.0,6,2,8
2022-11-07,P033,Electronics,34.0,9463.07,164,74,0,0.0,0,11,13
2022-09-23,P047,Electronics,19.0,16796.13,48,21,0,0.0,4,9,6
2023-04-07,P044,Sports,29.0,2078.38,63,36,0,0.0,4,4,12
2023-05-30,P001,Electronics,22.0,24109.09,82,45,0,0.0,1,5,13
2022-10-24,P001,Electronics,26.0,23662.16,104,45,1,20.9,0,10,13
2022-06-14,P010,Home,21.0,2062.96,112,43,0,0.0,1,6,12
2022-05-01,P009,Apparel,44.0,3426.53,160,43,0,0.0,6,5,2
2022-09-10,P039,Home,24.0,2541.79,65,43,0,0.0,5,9,12
2022-12-16,P006,Electronics,19.0,10180.17,154,79,0,0.0,4,12,13
2023-01-03,P039,Home,25.0,2629.63,162,43,0,0.0,1,1,12
2023-08-27,P023,Electronics,27.0,2565.78,76,32,0,0.0,6,8,4
2022-07-25,P028,Apparel,20.0,1106.91,215,51,0,0.0,0,7,8
2023-05-27,P041,Electronics,18.0,18329.96,84,68,0,0.0,5,5,2
2023-05-01,P011,Electronics,20.0,6485.38,111,27,0,0.0,0,5,4
2022-06-15,P025,Apparel,30.0,1402.15,191,51,0,0.0,2,6,5
2023-07-26,P028,Apparel,32.0,1094.89,186,51,0,0.0,2,7,8
2022-10-21,P018,Apparel,53.0,3061.44,55,20,0,0.0,4,10,4
2023-05-09,P032,Electronics,13.0,7064.09,53,39,0,0.0,1,5,12
2022-04-11,P019,Apparel,27.0,761.75,59,33,0,0.0,0,4,4
2023-06-16,P020,Electronics,22.0,19578.01,88,45,0,0.0,4,6,8
2023-06-23,P046,Home,22.0,953.98,134,56,0,0.0,4,6,2
2022-06-25,P004,Apparel,37.0,3333.6,46,40,0,0.0,5,6,14
2023-11-15,P037,Electronics,33.0,5707.71,97,46,0,0.0,2,11,10
2022-08-14,P011,Electronics,26.0,6735.53,115,27,0,0.0,6,8,4
2022-02-23,P011,Electronics,19.0,6652.14,30,27,0,0.0,2,2,4
2023-10-30,P022,Electronics,27.0,13894.44,99,34,0,0.0,0,10,11
2023-03-23,P034,Sports,22.0,2518.99,83,52,0,0.0,3,3,2
2023-12-27,P021,Apparel,34.0,2719.98,233,58,0,0.0,2,12,12
2023-03-30,P009,Apparel,37.0,3537.69,45,43,0,0.0,3,3,2
2023-03-01,P008,Beauty,34.0,1988.43,21,20,0,0.0,2,3,10
2023-01-17,P016,Electronics,11.0,9121.85,123,43,0,0.0,1,1,6
2022-02-12,P020,Electronics,10.0,20026.17,56,45,0,0.0,5,2,8
2022-09-13,P007,Electronics,17.0,14788.2,198,60,0,0.0,1,9,14
2022-05-12,P009,Apparel,35.0,3394.34,91,43,0,0.0,3,5,2
2023-08-08,P013,Beauty,43.0,2321.53,298,77,0,0.0,1,8,10
2023-01-10,P029,Apparel,18.0,1332.99,80,41,0,0.0,1,1,13
2023-08-01,P002,Sports,26.0,5574.7,151,55,0,0.0,1,8,9
2023-02-06,P045,Electronics,12.0,16372.84,35,21,0,0.0,0,2,13
2022-09-09,P011,Electronics,33.0,6690.34,40,27,0,0.0,4,9,4
2022-08-03,P018,Apparel,21.0,3175.3,-36,20,0,0.0,2,8,4
2022-05-02,P003,Home,31.0,4699.41,89,79,0,0.0,0,5,10
2022-10-15,P024,Electronics,35.0,2752.82,159,58,0,0.0,5,10,2
2022-01-03,P018,Apparel,19.0,3174.17,37,20,0,0.0,0,1,4
2022-08-31,P034,Sports,27.0,2411.18,138,52,0,0.0,2,8,2
2022-07-12,P030,Electronics,12.0,24057.24,207,64,0,0.0,1,7,10
2023-04-03,P010,Home,20.0,2070.13,94,43,0,0.0,0,4,12
2023-06-04,P040,Apparel,38.0,1375.1,90,51,0,0.0,6,6,9
2022-11-18,P047,Electronics,29.0,16906.07,66,21,0,0.0,4,11,6
2022-06-10,P024,Electronics,17.0,2650.97,190,58,0,0.0,4,6,2
2023-08-14,P023,Electronics,21.0,2597.76,127,32,0,0.0,0,8,4
2022-10-16,P028,Apparel,45.0,1107.71,173,51,0,0.0,6,10,8
2022-09-29,P029,Apparel,49.0,1282.09,155,41,0,0.0,3,9,13
2022-02-24,P043,Electronics,16.0,13319.55,215,68,0,0.0,3,2,6
2022-05-04,P050,Electronics,29.0,19458.81,139,78,0,0.0,2,5,2
2022-01-11,P005,Electronics,20.0,8427.17,100,72,0,0.0,1,1,9
2022-06-15,P026,Home,17.0,7362.72,57,42,0,0.0,2,6,8
2023-12-10,P016,Electronics,41.0,9410.34,195,43,0,0.0,6,12,6
2023-03-04,P033,Electronics,27.0,9496.9,75,74,0,0.0,5,3,13
2023-06-14,P024,Electronics,14.0,2763.16,68,58,0,0.0,2,6,2
2022-02-02,P037,Electronics,17.0,5713.9,116,46,0,0.0,2,2,10
2022-10-17,P010,Home,28.0,2015.03,66,43,0,0.0,0,10,12
2022-02-24,P011,Electronics,18.0,6730.85,82,27,0,0.0,3,2,4
2022-01-25,P001,Electronics,9.0,24737.96,59,45,0,0.0,1,1,13
2022-10-30,P013,Beauty,64.0,2303.9,141,77,0,0.0,6,10,10
2023-10-05,P005,Electronics,18.0,8025.6,168,72,0,0.0,3,10,9
2023-02-16,P016,Electronics,18.0,9333.16,170,43,0,0.0,3,2,6
2022-12-07,P035,Sports,43.0,1725.69,224,76,0,0.0,2,12,5
2022-10-29,P034,Sports,42.0,2497.22,207,52,0,0.0,5,10,2
2022-06-08,P042,Apparel,22.0,1212.54,37,31,0,0.0,2,6,8
2022-01-27,P048,Apparel,32.0,1972.58,207,51,0,0.0,3,1,7
2023-04-28,P024,Electronics,15.0,2746.86,68,58,0,0.0,4,4,2
2022-03-11,P008,Beauty,43.0,2020.7,86,20,0,0.0,4,3,10
2023-10-05,P047,Electronics,23.0,16219.52,83,21,0,0.0,3,10,6
2022-09-20,P050,Electronics,22.0,19862.51,265,78,0,0.0,1,9,2
2023-12-29,P039,Home,29.0,2662.76,121,43,0,0.0,4,12,12
2022-09-24,P029,Apparel,44.0,1295.78,115,41,0,0.0,5,9,13
2022-03-18,P023,Electronics,12.0,2641.97,79,32,1,13.2,4,3,4
2023-12-26,P037,Electronics,32.0,5709.09,172,46,1,10.7,1,12,10
2022-09-24,P040,Apparel,41.0,1439.09,112,51,0,0.0,5,9,9
2023-02-05,P008,Beauty,39.0,2028.75,88,20,0,0.0,6,2,10
2023-11-19,P031,Apparel,66.0,714.62,141,47,0,0.0,6,11,13
2023-06-03,P010,Home,31.0,2065.16,131,43,0,0.0,5,6,12
2023-10-14,P039,Home,49.0,2653.16,68,43,0,0.0,5,10,12
2023-10-29,P005,Electronics,36.0,8096.87,143,72,0,0.0,6,10,9
2023-10-28,P032,Electronics,30.0,7048.05,71,39,0,0.0,5,10,12
2023-02-09,P037,Electronics,17.0,5617.39,181,46,0,0.0,3,2,10
2023-03-19,P045,Electronics,16.0,15872.52,62,21,0,0.0,6,3,13
2023-02-23,P019,Apparel,17.0,758.58,51,33,0,0.0,3,2,4
2022-12-17,P040,Apparel,62.0,1396.23,104,51,0,0.0,5,12,9
2023-10-10,P023,Electronics,30.0,2643.64,87,32,0,0.0,1,10,4
2022-04-01,P031,Apparel,27.0,714.62,66,47,0,0.0,4,4,13
2022-10-24,P004,Apparel,72.0,3281.33,114,40,1,23.5,0,10,14
2023-09-17,P001,Electronics,18.0,24585.65,128,45,0,0.0,6,9,13
2023-06-03,P005,Electronics,24.0,8476.68,133,72,0,0.0,5,6,9
2023-06-22,P031,Apparel,25.0,736.77,172,47,0,0.0,3,6,13
2023-08-07,P046,Home,29.0,994.38,174,56,0,0.0,0,8,2
2023-06-04,P021,Apparel,40.0,27258.699999999997,178,58,0,0.0,6,6,12
2023-08-21,P039,Home,19.0,2571.49,78,43,0,0.0,0,8,12
2023-12-07,P038,Electronics,27.0,13090.4,72,52,0,0.0,3,12,4
2022-03-21,P014,Electronics,14.0,22950.06,121,28,0,0.0,0,3,9
2023-04-28,P050,Electronics,12.0,19608.8,257,78,0,0.0,4,4,2
2023-03-17,P027,Electronics,14.0,11190.96,297,62,0,0.0,4,3,14
2023-01-15,P037,Electronics,30.0,5617.63,59,46,1,41.6,6,1,10
2022-07-24,P046,Home,36.0,957.15,102,56,0,0.0,6,7,2
2022-08-24,P037,Electronics,13.0,5740.56,133,46,0,0.0,2,8,10
2023-07-14,P037,Electronics,16.0,5837.28,59,46,0,0.0,4,7,10
2022-11-29,P045,Electronics,20.0,15768.75,71,21,0,0.0,1,11,13
2023-03-06,P021,Apparel,32.0,2783.37,163,58,0,0.0,0,3,12
2022-12-21,P009,Apparel,42.0,3385.81,183,43,0,0.0,2,12,2
2022-09-11,P034,Sports,52.0,2496.17,159,52,0,0.0,6,9,2
2023-04-17,P003,Home,26.0,4729.74,169,79,0,0.0,0,4,10
2022-08-05,P006,Electronics,15.0,10136.0,106,79,0,0.0,4,8,13
2022-02-27,P040,Apparel,33.0,1406.66,78,51,0,0.0,6,2,9
2022-07-17,P022,Electronics,25.0,14135.43,81,34,0,0.0,6,7,11
2022-09-17,P012,Sports,45.0,4786.53,180,78,0,0.0,5,9,6
2023-02-10,P015,Electronics,12.0,12044.9,131,52,0,0.0,4,2,8
2023-06-09,P050,Electronics,14.0,19369.33,300,78,0,0.0,4,6,2
2022-09-28,P036,Beauty,37.0,999.22,35,22,0,0.0,2,9,8
2022-04-01,P047,Electronics,18.0,16378.22,50,21,0,0.0,4,4,6
2022-03-03,P014,Electronics,12.0,23695.21,101,28,0,0.0,3,3,9
2022-03-03,P005,Electronics,12.0,8013.72,167,72,0,0.0,3,3,9
2023-05-03,P015,Electronics,14.0,12556.4,202,52,0,0.0,2,5,8
2022-12-10,P018,Apparel,59.0,3159.11,23,20,0,0.0,5,12,4
2023-07-19,P036,Beauty,40.0,965.92,60,22,0,0.0,2,7,8
2023-08-08,P003,Home,21.0,4709.35,190,79,0,0.0,1,8,10
2022-10-07,P010,Home,25.0,2014.67,119,43,0,0.0,4,10,12
2022-09-15,P036,Beauty,37.0,998.67,33,22,0,0.0,3,9,8
2023-07-30,P006,Electronics,18.0,10465.98,136,79,0,0.0,6,7,13
2022-04-01,P006,Electronics,13.0,10205.51,85,79,0,0.0,4,4,13
2023-09-26,P026,Home,26.0,7431.44,104,42,0,0.0,1,9,8
2023-05-02,P004,Apparel,26.0,3303.63,137,40,0,0.0,1,5,14
2022-06-25,P009,Apparel,47.0,3412.64,111,43,0,0.0,5,6,2
2022-08-09,P034,Sports,22.0,2443.92,98,52,0,0.0,1,8,2
2022-03-17,P049,Apparel,52.0,1180.66,37,23,1,39.1,3,3,8
2023-06-20,P048,Apparel,22.0,1912.43,61,51,0,0.0,1,6,7
2022-09-14,P008,Beauty,49.0,2051.13,78,20,0,0.0,2,9,10
2022-07-30,P020,Electronics,27.0,20018.53,115,45,0,0.0,5,7,8
2022-02-13,P020,Electronics,14.0,199790.80000000002,179,45,0,0.0,6,2,8
2023-09-27,P025,Apparel,31.0,1400.75,71,51,0,0.0,2,9,5
2023-04-12,P046,Home,18.0,1008.02,193,56,0,0.0,2,4,2
2022-01-15,P047,Electronics,21.0,16522.63,73,21,1,16.4,5,1,6
2022-02-14,P010,Home,18.0,2052.34,58,43,0,0.0,0,2,12
2022-01-26,P038,Electronics,16.0,12774.65,200,52,0,0.0,2,1,4
2022-09-16,P025,Apparel,37.0,1353.54,133,51,0,0.0,4,9,5
2023-07-03,P039,Home,15.0,2596.39,99,43,0,0.0,0,7,12
2022-07-08,P049,Apparel,16.0,1121.7,83,23,0,0.0,4,7,8
2022-12-05,P009,Apparel,53.0,3427.27,149,43,0,0.0,0,12,2
2023-05-31,P008,Beauty,29.0,2023.01,56,20,0,0.0,2,5,10
2023-10-16,P049,Apparel,57.0,1178.1,37,23,1,25.0,0,10,8
2023-02-26,P046,Home,18.0,972.3,87,56,0,0.0,6,2,2
2022-04-23,P034,Sports,30.0,2457.05,91,52,0,0.0,5,4,2
2023-10-18,P048,Apparel,83.0,1872.65,146,51,1,42.0,2,10,7
2022-10-20,P003,Home,43.0,4764.99,87,79,0,0.0,3,10,10
2023-11-16,P012,Sports,41.0,4902.92,143,78,0,0.0,3,11,6
2023-07-03,P003,Home,17.0,4896.46,359,79,0,0.0,0,7,10
2023-07-12,P010,Home,17.0,21077.199999999997,76,43,0,0.0,2,7,12
2022-02-12,P026,Home,20.0,7186.64,119,42,0,0.0,5,2,8
2023-11-10,P023,Electronics,29.0,2617.79,83,32,0,0.0,4,11,4
2022-05-26,P019,Apparel,34.0,790.0,70,33,0,0.0,3,5,4
2023-02-02,P017,Electronics,17.0,18702.07,189,59,0,0.0,3,2,7
2023-05-17,P040,Apparel,26.0,1380.24,53,51,0,0.0,2,5,9
2022-10-10,P040,Apparel,49.0,1385.77,189,51,0,0.0,0,10,9
2023-11-10,P020,Electronics,23.0,19155.38,172,45,0,0.0,4,11,8
2023-03-06,P017,Electronics,17.0,18559.07,98,59,0,0.0,0,3,7
2023-09-06,P008,Beauty,43.0,2074.55,41,20,0,0.0,2,9,10
2022-09-13,P005,Electronics,21.0,8390.08,93,72,0,0.0,1,9,9
2023-05-02,P026,Home,13.0,7403.81,66,42,0,0.0,1,5,8
2022-10-27,P038,Electronics,36.0,13241.55,73,52,0,0.0,3,10,4
2023-02-04,P044,Sports,20.0,2025.01,53,36,0,0.0,5,2,12
2022-08-27,P017,Electronics,25.0,18732.82,123,59,0,0.0,5,8,7
2023-09-09,P048,Apparel,41.0,1965.78,150,51,0,0.0,5,9,7
2022-03-31,P039,Home,15.0,2565.45,106,43,0,0.0,3,3,12
2022-05-30,P026,Home,33.0,7205.98,115,42,0,0.0,0,5,8
2023-11-02,P020,Electronics,39.0,20060.02,106,45,0,0.0,3,11,8
2023-02-19,P042,Apparel,26.0,1177.34,50,31,0,0.0,6,2,8
2023-11-22,P008,Beauty,63.0,2064.3,0,20,0,0.0,2,11,10
2022-10-29,P001,Electronics,38.0,24019.6,66,45,0,0.0,5,10,13
2023-12-06,P037,Electronics,19.0,5887.18,155,46,0,0.0,2,12,10
2022-06-14,P018,Apparel,31.0,3095.45,52,20,0,0.0,1,6,4
2022-05-24,P011,Electronics,17.0,6666.43,39,27,0,0.0,1,5,4
2022-02-16,P027,Electronics,16.0,11363.83,96,62,0,0.0,2,2,14
2022-02-21,P027,Electronics,16.0,11555.51,80,62,0,0.0,0,2,14
2022-07-15,P036,Beauty,37.0,979.02,44,22,0,0.0,4,7,8
2023-01-21,P028,Apparel,32.0,1131.81,70,51,0,0.0,5,1,8
